0	0	965	0	1.184041E-16	1.065024E-17
0	0	2423	0	1.568787E-16	1.164529E-17
0	0	2707	0	1.497864E-16	1.309980E-17
0	0	65	0	1.540920E-16	1.377395E-17
0	0	350	0	1.512467E-16	1.666453E-17
0	0	634	0	1.067561E-16	9.863656E-18
0	0	918	0	9.219289E-17	1.053236E-17
0	0	1487	0	1.656941E-16	1.230813E-17
0	0	2138	0	1.306341E-16	1.172743E-17
0	0	2055	0	1.337570E-16	1.187250E-17
0	0	2623	0	1.393550E-16	1.191378E-17
0	0	835	0	1.519597E-16	1.322559E-17
0	0	1404	0	1.581715E-16	1.746419E-17
0	0	1972	0	1.339450E-16	1.028505E-17
0	0	2540	0	1.488416E-16	1.160477E-17
0	0	183	0	1.775492E-16	1.389327E-17
0	0	752	0	1.584569E-16	1.201104E-17
0	0	2055	0	1.473380E-16	1.021289E-17
0	0	1570	0	1.725987E-16	1.215735E-17
0	0	1570	0	1.662032E-16	1.142585E-17
0	0	1286	0	1.784551E-16	2.115288E-17
0	0	1535	0	1.742656E-16	1.289382E-17
0	0	2672	0	1.392214E-16	1.048534E-17
0	0	315	0	1.729618E-16	1.167579E-17
0	0	884	0	1.295963E-16	1.296387E-17
0	0	1452	0	1.611515E-16	1.134286E-17
0	0	2020	0	1.439702E-16	1.219447E-17
0	0	2589	0	1.280291E-16	1.538121E-17
0	0	232	0	1.905211E-16	1.354858E-17
0	0	1369	0	1.670342E-16	1.168351E-17
0	0	1937	0	1.113360E-16	1.008179E-17
0	0	2221	0	1.502962E-16	1.094384E-17
0	0	2505	0	1.569140E-16	1.052945E-17
0	0	2790	0	1.551577E-16	1.146810E-17
0	0	149	0	1.674504E-16	1.141386E-17
0	0	433	0	1.672618E-16	1.170052E-17
0	0	717	0	1.247695E-16	1.109788E-17
0	0	1320	0	1.436487E-16	1.198477E-17
0	0	2455	0	1.459096E-16	1.037773E-17
