231.568	1540	0.0548035	130	0.2	0.994003
224.998	1540	0.0548035	130	0.25	0.993548
226.493	1540	0.0548035	130	0.3	0.993066
231.71	1550	0.0540987	130	0.15	0.994635
222.385	1550	0.0540987	130	0.2	0.99421
221.374	1550	0.0540987	130	0.25	0.99376
228.621	1550	0.0540987	130	0.3	0.993285
227.135	1560	0.0534073	130	0.15	0.994833
223.362	1560	0.0534073	130	0.2	0.994413
228.104	1560	0.0534073	130	0.25	0.993969
232.726	1570	0.0527291	130	0.15	0.995027
229.997	1560	0.0534073	140	0.2	0.994413
227.207	1560	0.0534073	140	0.25	0.993969
232.592	1560	0.0534073	140	0.3	0.9935
225.792	1570	0.0527291	140	0.15	0.995027
220.081	1570	0.0527291	140	0.2	0.994612
222.795	1570	0.0527291	140	0.25	0.994174
233.88	1570	0.0527291	140	0.3	0.99371
229.148	1580	0.0520638	140	0.1	0.995605
220.252	1580	0.0520638	140	0.15	0.995217
220.033	1580	0.0520638	140	0.2	0.994807
228.439	1580	0.0520638	140	0.25	0.994374
228.009	1590	0.051411	140	0.1	0.995787
224.582	1590	0.051411	140	0.15	0.995403
230.04	1590	0.051411	140	0.2	0.994999
231.792	1600	0.0507703	150	0.15	0.995586
