Chi-Square	220.033
Diameter	1580
Pv Albedo	0.0520638
Thermal Inertia	140
Roughness	0.2
H Value	17.833
G Value	-0.041
Phase Offset	1863
FCF	0.994807
924	4.17065e-16	3.59632
1450	1.44091e-15	1.12891
1737	1.60001e-15	0.965036
2312	1.52918e-15	1.00776
2887	1.46294e-15	0.0882413
537	1.62404e-15	0.464175
1112	1.37223e-15	0.457702
924	5.17212e-16	0.248536
924	5.17212e-16	0.771946
1499	4.90019e-16	1.1417
1162	1.46264e-15	0.824391
1499	4.90019e-16	0.613263
2650	5.09182e-16	0.163049
300	5.31974e-16	0.0881335
587	5.37273e-16	0.610694
875	5.29458e-16	0.495547
1162	4.96409e-16	0.114365
1450	4.80907e-16	0.580446
1737	5.30567e-16	0.720291
2312	5.19141e-16	0.0119633
2887	4.87622e-16	1.04067
2074	5.37471e-16	0.360524
875	1.58592e-15	0.320839
587	1.62298e-15	0.779865
300	1.60832e-15	0.635151
924	4.17065e-16	0.63427
1499	4.33365e-16	1.28397
1499	4.33365e-16	0.381014
2074	4.59999e-16	0.396925
2650	4.1179e-16	0.793269
300	4.59196e-16	1.30811
587	4.62113e-16	0.255478
875	4.44325e-16	1.58709
1162	4.14685e-16	2.37683
1450	4.10582e-16	3.3382
1737	4.53728e-16	2.55029
2312	4.11591e-16	1.00565
2887	4.06576e-16	0.698495
537	4.63533e-16	0.140094
1112	3.70427e-16	1.07761
924	1.52882e-15	0.50916
924	1.52882e-15	0.765629
1499	1.48949e-15	1.71655
1499	1.48949e-15	0.561651
2074	1.62178e-15	0.141583
2650	1.50505e-15	0.64781
537	5.37201e-16	0.328259
1112	4.80014e-16	1.03541
91	3.28316e-16	0.151654
666	3.39679e-16	4.25593
1241	3.45115e-16	1.15178
2391	3.4845e-16	3.04131
2678	3.02533e-16	0.0979055
41	3.06748e-16	1.65598
328	3.03455e-16	1.97658
615	3.33748e-16	0.945044
616	3.33837e-16	2.44879
903	3.54745e-16	0.469163
1478	2.78608e-16	0.892338
2053	3.4253e-16	1.062
2628	3.44119e-16	2.46139
278	3.03368e-16	1.23349
424	1.0009e-16	0.1614
992	7.77821e-17	1.76999
1560	1.00284e-16	0.388016
1560	1.00284e-16	0.154792
2128	8.54699e-17	1.76813
965	1.11888e-16	0.611831
2423	1.29272e-16	2.37067
2707	1.36102e-16	1.04465
65	1.49235e-16	0.352589
350	1.5088e-16	0.0220051
634	1.34789e-16	2.84207
918	1.22969e-16	2.92203
1487	1.51093e-16	1.18631
2138	1.29169e-16	0.124911
2055	1.28932e-16	0.406442
2623	1.28671e-16	0.896751
835	1.41374e-16	0.800396
1404	1.49287e-16	0.508737
1972	1.29374e-16	0.444386
2540	1.29089e-16	1.70209
183	1.5238e-16	1.81163
752	1.25347e-16	2.75661
2055	1.28932e-16	1.80228
1570	1.49839e-16	1.87212
1570	1.49839e-16	1.43224
1286	1.46074e-16	1.53083
1535	1.50929e-16	1.8099
2672	1.31677e-16	0.719471
315	1.51516e-16	1.8368
884	1.33731e-16	0.318965
1452	1.5068e-16	0.923203
2020	1.28664e-16	1.25515
2589	1.28816e-16	0.0511437
232	1.52415e-16	2.81252
1369	1.481e-16	1.62062
1937	1.39811e-16	2.82444
2221	1.29187e-16	1.92884
2505	1.29258e-16	2.6265
2790	1.42458e-16	1.10743
149	1.51965e-16	1.35674
433	1.49582e-16	1.51102
717	1.2065e-16	0.371219
1320	1.46696e-16	0.254244
2455	1.29415e-16	1.58944
