0	0	924	0	3.591077E-16	1.611585E-17
0	1	1450	0	1.365936E-15	6.641243E-17
0	1	1737	0	1.530097E-15	7.244714E-17
0	1	2312	0	1.459131E-15	6.951337E-17
0	1	2887	0	1.469151E-15	7.044265E-17
0	1	537	0	1.587944E-15	7.775499E-17
0	1	1112	0	1.342149E-15	6.571554E-17
0	2	924	0	5.260914E-16	3.572725E-17
0	2	924	0	5.519013E-16	4.493764E-17
0	2	1499	0	5.311992E-16	3.606931E-17
0	1	1162	0	1.522441E-15	7.253586E-17
0	2	1499	0	5.138751E-16	3.890065E-17
0	2	2650	0	5.026206E-16	4.024129E-17
0	2	300	0	5.284779E-16	3.966495E-17
0	2	587	0	5.606849E-16	3.833715E-17
0	2	875	0	5.114583E-16	3.632266E-17
0	2	1162	0	5.003807E-16	3.472672E-17
0	2	1450	0	4.585538E-16	3.850996E-17
0	2	1737	0	5.047532E-16	3.583858E-17
0	2	2312	0	5.195823E-16	3.688619E-17
0	2	2887	0	5.255649E-16	3.646016E-17
0	2	2074	0	5.513794E-16	3.857732E-17
0	1	875	0	1.561889E-15	7.490194E-17
0	1	587	0	1.685617E-15	8.031389E-17
0	1	300	0	1.559793E-15	7.640306E-17
0	0	924	0	4.051585E-16	1.877273E-17
0	0	1499	0	4.598550E-16	2.063144E-17
0	0	1499	0	4.407792E-16	1.945954E-17
0	0	2074	0	4.520787E-16	1.995309E-17
0	0	2650	0	3.982941E-16	1.701357E-17
0	0	300	0	4.349010E-16	1.857273E-17
0	0	587	0	4.669629E-16	1.898419E-17
0	0	875	0	4.766216E-16	2.034954E-17
0	0	1162	0	4.650119E-16	2.117408E-17
0	0	1450	0	3.564132E-16	1.622701E-17
0	0	1737	0	4.051749E-16	1.903828E-17
0	0	2312	0	3.946552E-16	1.684014E-17
0	0	2887	0	3.948116E-16	1.684301E-17
0	0	537	0	4.661854E-16	1.893251E-17
0	0	1112	0	3.531216E-16	1.605943E-17
0	1	924	0	1.568560E-15	7.804431E-17
0	1	924	0	1.585993E-15	7.467070E-17
0	1	1499	0	1.625165E-15	7.904065E-17
0	1	1499	0	1.530726E-15	7.342272E-17
0	1	2074	0	1.610981E-15	7.629095E-17
0	1	2650	0	1.459084E-15	7.095424E-17
0	2	537	0	5.233535E-16	4.218518E-17
0	2	1112	0	4.464376E-16	3.242852E-17
1	0	91	0	3.306371E-16	1.530805E-17
1	0	666	0	2.830280E-16	1.331099E-17
1	0	1241	0	3.271172E-16	1.562605E-17
1	0	2391	0	3.042566E-16	1.453102E-17
1	0	2678	0	3.039987E-16	1.497529E-17
1	0	41	0	2.785497E-16	1.702831E-17
1	0	328	0	2.742411E-16	1.478003E-17
1	0	615	0	3.186850E-16	1.593888E-17
1	0	616	0	3.764971E-16	1.742087E-17
1	0	903	0	3.472080E-16	1.606498E-17
1	0	1478	0	2.920404E-16	1.505300E-17
1	0	2053	0	3.250069E-16	1.650046E-17
1	0	2628	0	3.027878E-16	1.679166E-17
1	0	278	0	2.857462E-16	1.428652E-17
